chr,type,start,end,strand,gbkey,locus_tag,product,old_ID,Name_Conversion,Notes
CP141119.1,lnc_RNA,592299,593978,+,ncRNA,cpbgf_2002835,lncRNA,None,None,
CP141119.1,mRNA,595580,597522,-,mRNA,cpbgf_2002860,Uncharacterized protein,cgd2_2860,direct_name,
CP141119.1,mRNA,596885,597479,+,mRNA,cpbgf_2002850,Uncharacterized protein,cgd2_2850,direct_name,
CP141119.1,mRNA,597557,598072,+,mRNA,cpbgf_2002870,Ribosomal protein S28e,cgd2_2870,direct_name,
CP141119.1,mRNA,597685,600929,+,mRNA,cpbgf_2002890,Biotin--acetyl-CoA-carboxylase ligase,cgd2_2890,direct_name,
CP141119.1,mRNA,598242,599413,-,mRNA,cpbgf_2002880,WD-40 repeat containing protein,cgd2_2880,direct_name,
CP141119.1,mRNA,600414,601356,-,mRNA,cpbgf_2002900,Uncharacterized protein,cgd2_2900,direct_name,
CP141119.1,mRNA,601536,604884,+,mRNA,cpbgf_2002910,WD repeat containing protein,cgd2_2910,direct_name,
CP141119.1,lnc_RNA,601742,604635,-,ncRNA,cpbgf_2002905,lncRNA,None,None,
CP141119.1,mRNA,605319,607068,+,mRNA,cpbgf_2002920,ER lumen protein retaining receptor,cgd2_2920,direct_name,
CP141119.1,mRNA,606373,608665,-,mRNA,cpbgf_2002930,Uncharacterized protein,cgd2_2930,direct_name,
CP141119.1,mRNA,608710,613579,-,mRNA,cpbgf_2002940,type 1 K Homology domain containing protein,cgd2_2940,direct_name,
CP141119.1,mRNA,613646,620677,-,mRNA,cpbgf_2002950,RING/Armadillo-type fold domain containing protein,cgd2_2950,direct_name,
CP141119.1,lnc_RNA,613811,615727,+,ncRNA,cpbgf_2002945,lncRNA,None,None,
CP141119.1,mRNA,620774,622726,+,mRNA,cpbgf_2002960,Serine/threonine phosphatase,cgd2_2960,direct_name,
CP141119.1,mRNA,622560,623248,-,mRNA,cpbgf_2002970,DNA-directed RNA polymerase II,cgd2_2970,direct_name,
CP141119.1,mRNA,623366,627053,+,mRNA,cpbgf_2002980,Uncharacterized protein,cgd2_2980,direct_name,
CP141119.1,mRNA,626872,627921,-,mRNA,cpbgf_2002990,60S ribosomal protein L13,cgd2_2990,direct_name,
CP141119.1,mRNA,628172,629075,+,mRNA,cpbgf_2003000,40S ribosomal protein S16,cgd2_3000,direct_name,
CP141119.1,mRNA,628838,631481,-,mRNA,cpbgf_2003010,N-ethylmaleimide-sensitive factor (NSF1)-like AAA Atpase,cgd2_3010,direct_name,
CP141119.1,mRNA,631605,632301,+,mRNA,cpbgf_2003020,PH domain-like protein,cgd2_3020,direct_name,
CP141119.1,mRNA,632597,634751,+,mRNA,cpbgf_2003030,Uncharacterized protein,cgd2_3030,direct_name,
CP141119.1,mRNA,634572,635960,-,mRNA,cpbgf_2003040,Uncharacterized protein,cgd2_3040,direct_name,
CP141119.1,mRNA,635988,638202,-,mRNA,cpbgf_2003060,Uncharacterized protein,cgd2_3060,direct_name,
CP141119.1,mRNA,636191,637215,+,mRNA,cpbgf_2003050,Uncharacterized protein,cgd2_3050,direct_name,
CP141119.1,mRNA,638343,639453,-,mRNA,cpbgf_2003070,High mobility group box domain containing protein,cgd2_3070,direct_name,
CP141119.1,mRNA,639583,641617,+,mRNA,cpbgf_2003080,CpTSP10 protein/Kringle domain containing protein,cgd2_3080,direct_name,
CP141119.1,lnc_RNA,640145,641618,-,ncRNA,cpbgf_2003085,lncRNA,None,None,
CP141119.1,mRNA,642005,644368,+,mRNA,cpbgf_2003090,Uncharacterized protein,cgd2_3090,direct_name,
CP141119.1,lnc_RNA,644491,646240,-,ncRNA,cpbgf_2003103,lncRNA,None,None,
CP141119.1,mRNA,644508,646163,+,mRNA,cpbgf_2003100,Acyltransferase 3,cgd2_3100,direct_name,
CP141119.1,lnc_RNA,646269,648363,+,ncRNA,cpbgf_2003105,lncRNA,None,None,
CP141119.1,mRNA,646309,650378,-,mRNA,cpbgf_2003110,Uncharacterized protein,cgd2_3110,direct_name,
CP141119.1,mRNA,650772,652965,+,mRNA,cpbgf_2003120,Uncharacterized protein,cgd2_3120,direct_name,
CP141119.1,mRNA,653211,654470,-,mRNA,cpbgf_2003130,Uncharacterized protein,cgd2_3130,direct_name,
CP141119.1,mRNA,655785,658040,-,mRNA,cpbgf_2003140,Uncharacterized protein,cgd2_3140,direct_name,
CP141119.1,mRNA,658733,660709,+,mRNA,cpbgf_2003150,Ubiquitin fusion degradation protein UFD1,cgd2_3150,direct_name,
CP141119.1,mRNA,660723,661624,-,mRNA,cpbgf_2003160,Uncharacterized protein,cgd2_3160,direct_name,
CP141119.1,mRNA,662332,664625,-,mRNA,cpbgf_2003170,Rab-GTPase-TBC domain containing protein,cgd2_3170,direct_name,
CP141119.1,mRNA,665105,666611,-,mRNA,cpbgf_2003180,DNA polymerase III delta subunit,cgd2_3180,direct_name,
CP141119.1,mRNA,666743,668813,-,mRNA,cpbgf_2003190,Protein kinase,cgd2_3190,direct_name,
CP141119.1,mRNA,668984,671004,+,mRNA,cpbgf_2003200,Glucose-6-phosphate isomerase,cgd2_3200,direct_name,
CP141119.1,mRNA,671059,672361,-,mRNA,cpbgf_2003210,Uncharacterized protein,cgd2_3210,direct_name,
CP141119.1,mRNA,673506,674941,+,mRNA,cpbgf_2003220,FDF/Scd6-like Sm domain containing protein,cgd2_3220,direct_name,
CP141119.1,lnc_RNA,673855,675212,-,ncRNA,cpbgf_2003225,lncRNA,None,None,
CP141119.1,mRNA,675339,677748,+,mRNA,cpbgf_2003230,DnaJ/Thioredoxin domain containing protein,cgd2_3230,direct_name,
CP141119.1,lnc_RNA,675567,678311,-,ncRNA,cpbgf_2003235,lncRNA,None,None,
CP141119.1,mRNA,678144,679824,+,mRNA,cpbgf_2003240,Arf GTPase activating protein,cgd2_3240,direct_name,
CP141119.1,lnc_RNA,678480,683435,-,ncRNA,cpbgf_2003260,lncRNA,None,None,
CP141119.1,mRNA,680365,683247,+,mRNA,cpbgf_2003250,Tetratricopeptide repeat,cgd2_3250,direct_name,
CP141119.1,mRNA,683989,685944,+,mRNA,cpbgf_2003270,hypothetical protein,cgd2_3270,direct_name,
CP141119.1,mRNA,689259,691892,+,mRNA,cpbgf_2003290,Uncharacterized protein,cgd2_3290,direct_name,
CP141119.1,lnc_RNA,690723,691764,-,ncRNA,cpbgf_2003285,lncRNA,None,None,
CP141119.1,mRNA,692449,694175,-,mRNA,cpbgf_2003300,RecQ mediated genome instability protein N-terminal domain containing protein,cgd2_3300,direct_name,
CP141119.1,mRNA,694525,697280,-,mRNA,cpbgf_2003310,Uncharacterized protein,cgd2_3310,direct_name,
CP141119.1,mRNA,697423,700304,-,mRNA,cpbgf_2003320,Papain family cysteine protease,cgd2_3320,direct_name,
CP141119.1,mRNA,700932,704324,-,mRNA,cpbgf_2003330,Hsp70 protein,cgd2_3330,direct_name,
CP141119.1,mRNA,704414,707190,+,mRNA,cpbgf_2003340,Ser/Thr protein kinase,cgd2_3340,direct_name,
CP141119.1,mRNA,707889,709270,+,mRNA,cpbgf_2003350,Uncharacterized protein,cgd2_3350,direct_name,
CP141119.1,mRNA,709552,712910,-,mRNA,cpbgf_2003360,Uncharacterized protein,cgd2_3360,direct_name,
CP141119.1,mRNA,713239,714479,-,mRNA,cpbgf_2003370,hypothetical protein,cgd2_3370,direct_name,
CP141119.1,mRNA,714572,716463,+,mRNA,cpbgf_2003380,FAM76 protein,cgd2_3380,direct_name,
CP141119.1,mRNA,716622,717171,+,mRNA,cpbgf_2003390,Uncharacterized protein,cgd2_3390,direct_name,
CP141119.1,mRNA,717318,717900,+,mRNA,cpbgf_2003395,Uncharacterized protein,cgd2_3403,no_direct_name,consistency
CP141119.1,mRNA,717858,720547,-,mRNA,cpbgf_2003400,Dynamin-related protein,cgd2_3400,direct_name,
CP141119.1,mRNA,720903,721761,-,mRNA,cpbgf_2003410,ARF1/2 like small Gtpase,cgd2_3410,direct_name,
CP141119.1,mRNA,721868,723334,-,mRNA,cpbgf_2003420,Programmed cell death protein 2,cgd2_3420,direct_name,
CP141119.1,mRNA,723361,728232,+,mRNA,cpbgf_2003430,SDA1-like protein,cgd2_3430,direct_name,
CP141119.1,snRNA,726093,726275,+,ncRNA,cpbgf_2003425,snRNA,None,None,
CP141119.1,mRNA,726856,731783,-,mRNA,cpbgf_2003440,Telomerase reverse transcriptase,cgd2_3440,direct_name,
CP141119.1,mRNA,732299,733867,+,mRNA,cpbgf_2003450,Ubiquitin carboxyl-terminal hydrolase,cgd2_3450,direct_name,
CP141119.1,mRNA,734185,736561,+,mRNA,cpbgf_2003460,Myb-like DNA-binding /CHY zinc finger domain-containing protein,cgd2_3460,direct_name,
CP141119.1,mRNA,736527,737588,-,mRNA,cpbgf_2003470,Uncharacterized protein,cgd2_3470,direct_name,
CP141119.1,mRNA,737724,740066,+,mRNA,cpbgf_2003480,Uncharacterized protein,cgd2_3480,direct_name,
CP141119.1,lnc_RNA,739001,739925,-,ncRNA,cpbgf_2003475,lncRNA,None,None,
CP141119.1,mRNA,740447,744504,+,mRNA,cpbgf_2003490,AP2/ERF domain containing protein,cgd2_3490,direct_name,
CP141119.1,mRNA,745096,747210,-,mRNA,cpbgf_2003500,Uncharacterized protein,cgd2_3500,direct_name,
CP141119.1,lnc_RNA,745484,746526,+,ncRNA,cpbgf_2003495,lncRNA,None,None,
CP141119.1,mRNA,747500,750226,+,mRNA,cpbgf_2003510,Cus1p U2 snRNP protein,cgd2_3510,direct_name,
CP141119.1,mRNA,749514,751130,-,mRNA,cpbgf_2003520,Uncharacterized protein,cgd2_3520,direct_name,
CP141119.1,mRNA,751729,753342,-,mRNA,cpbgf_2003530,RNA binding motif,cgd2_3530,direct_name,
CP141119.1,mRNA,754993,762922,+,mRNA,cpbgf_2003540,PHD domain containing protein,cgd2_3540,direct_name,
CP141119.1,mRNA,762640,765318,-,mRNA,cpbgf_2003550,Nucleoporin NSP1/NUP62,cgd2_3550,direct_name,
CP141119.1,mRNA,766752,768101,+,mRNA,cpbgf_2003560,Protease PrsW,cgd2_3560,direct_name,
CP141119.1,mRNA,768164,769838,-,mRNA,cpbgf_2003570,Dus1p tRNA dihydouriding synthase,cgd2_3570,direct_name,
CP141119.1,mRNA,770069,772569,-,mRNA,cpbgf_2003580,Uncharacterized protein,cgd2_3580,direct_name,
CP141119.1,snoRNA,773482,773978,+,ncRNA,cpbgf_2003583,snoRNA,None,None,
CP141119.1,snRNA,774166,774455,+,ncRNA,cpbgf_2003584,snRNA,None,None,
CP141119.1,mRNA,774534,794978,-,mRNA,cpbgf_2003590,Uncharacterized protein,cgd2_3590,direct_name,
CP141119.1,lnc_RNA,781084,781597,+,ncRNA,cpbgf_2003585,lncRNA,None,None,
CP141119.1,mRNA,795622,800513,+,mRNA,cpbgf_2003600,Armadillo-type fold protein,cgd2_3600,direct_name,
CP141119.1,mRNA,800545,805449,-,mRNA,cpbgf_2003620,WD40 repeat protein,cgd2_3620,direct_name,
CP141119.1,mRNA,805882,807899,+,mRNA,cpbgf_2003630,Uncharacterized protein,cgd2_3630,direct_name,
CP141119.1,mRNA,808443,810315,+,mRNA,cpbgf_2003645,Bromodomain containing protein,cgd2_3640,no_direct_name,
CP141119.1,mRNA,810228,811862,-,mRNA,cpbgf_2003650,HAD-like domain containing protein,cgd2_3650,direct_name,
CP141119.1,lnc_RNA,810244,812245,+,ncRNA,cpbgf_2003655,lncRNA,None,None,
CP141119.1,mRNA,811886,814331,-,mRNA,cpbgf_2003660,Subtilase family,cgd2_3660,direct_name,
CP141119.1,mRNA,814470,816931,-,mRNA,cpbgf_2003670,Uncharacterized protein,cgd2_3670,direct_name,
CP141119.1,lnc_RNA,816821,817829,+,ncRNA,cpbgf_2003675,lncRNA,None,None,
CP141119.1,mRNA,816942,819271,-,mRNA,cpbgf_2003680,Ribosome biogenesis protein BOP1-like protein,cgd2_3680,direct_name,
CP141119.1,mRNA,819366,832215,+,mRNA,cpbgf_2003695,Armadillo-like helical containing protein,cgd2_3690,no_direct_name,
CP141119.1,mRNA,831849,832303,-,mRNA,cpbgf_2003690,Armadillo-like helical containing protein,cgd2_3690,direct_name,
CP141119.1,mRNA,832784,837869,-,mRNA,cpbgf_2003700,SWI/SNF related transcriptional regulator ATpase,cgd2_3700,direct_name,
CP141119.1,mRNA,838684,840218,+,mRNA,cpbgf_2003710,Pfa MAL6P1.309 like protein,cgd2_3710,direct_name,
CP141119.1,mRNA,840295,841068,+,mRNA,cpbgf_2003720,Uncharacterized protein,cgd2_3720,direct_name,
CP141119.1,mRNA,841228,842336,-,mRNA,cpbgf_2003730,Glutathione S-transferase C-terminal domain containing protein,cgd2_3730,direct_name,
CP141119.1,mRNA,842497,844132,-,mRNA,cpbgf_2003740,Uncharacterized protein,cgd2_3740,direct_name,
CP141119.1,lnc_RNA,842636,843776,+,ncRNA,cpbgf_2003735,lncRNA,None,None,
CP141119.1,mRNA,844375,847012,+,mRNA,cpbgf_2003750,Uncharacterized protein,cgd2_3750,direct_name,
CP141119.1,lnc_RNA,844417,847763,-,ncRNA,cpbgf_2003765,lncRNA,None,None,
CP141119.1,mRNA,846875,847732,+,mRNA,cpbgf_2003760,Trafficking protein particle complex subunit 2,cgd2_3760,direct_name,
CP141119.1,mRNA,848139,849431,+,mRNA,cpbgf_2003770,Uncharacterized protein,cgd2_3770,direct_name,
CP141119.1,mRNA,849848,852267,+,mRNA,cpbgf_2003780,Uncharacterized protein,cgd2_3780,direct_name,
CP141119.1,mRNA,852752,853066,-,mRNA,cpbgf_2003790,EF-hand domain protein,cgd2_3790,direct_name,
CP141119.1,mRNA,853344,854610,-,mRNA,cpbgf_2003800,Uncharacterized protein,cgd2_3800,direct_name,
CP141119.1,mRNA,855055,857100,+,mRNA,cpbgf_2003820,Uncharacterized protein,cgd2_3820,direct_name,
CP141119.1,mRNA,857173,859984,-,mRNA,cpbgf_2003830,Uncharacterized protein,cgd2_3830,direct_name,
CP141119.1,mRNA,860202,861281,+,mRNA,cpbgf_2003840,Uncharacterized protein,cgd2_3840,direct_name,
CP141119.1,mRNA,861748,865724,+,mRNA,cpbgf_2003850,Formin Homology 2 Domain,cgd2_3850,direct_name,
CP141119.1,mRNA,865711,867785,+,mRNA,cpbgf_2003860,BBOX Zinc finger domain containing protein,cgd2_3860,direct_name,
CP141119.1,mRNA,868546,874492,+,mRNA,cpbgf_2003870,ABC transporter,cgd2_3870,direct_name,
CP141119.1,mRNA,874527,876123,-,mRNA,cpbgf_2003880,ad51-like AAA domain containing protein,cgd2_3880,direct_name,
CP141119.1,mRNA,876809,878005,+,mRNA,cpbgf_2003890,Serine/threonine-protein kinase,cgd2_3890,direct_name,
CP141119.1,mRNA,878022,881747,-,mRNA,cpbgf_2003900,Uncharacterized protein,cgd2_3900,direct_name,
CP141119.1,mRNA,882602,883432,+,mRNA,cpbgf_2003910,Enhancer of rudimentary,cgd2_3910,direct_name,
CP141119.1,mRNA,883924,884937,+,mRNA,cpbgf_2003913,Uncharacterized protein,cgd2_3913,direct_name,
CP141119.1,mRNA,885142,889204,-,mRNA,cpbgf_2003920,hypothetical protein,cgd2_3920,direct_name,
CP141119.1,lnc_RNA,888056,888667,+,ncRNA,cpbgf_2003915,lncRNA,None,None,
CP141119.1,mRNA,890205,891487,+,mRNA,cpbgf_2003930,Deoxyhypusine synthase,cgd2_3930,direct_name,
CP141119.1,mRNA,891491,892804,-,mRNA,cpbgf_2003940,fatty acid binding protein,cgd2_3940,direct_name,
CP141119.1,mRNA,893379,894440,+,mRNA,cpbgf_2003950,Translation elongation factor EF1B/ribosomal protein S6,cgd2_3950,direct_name,
CP141119.1,lnc_RNA,894440,896255,-,ncRNA,cpbgf_2003955,lncRNA,None,None,
CP141119.1,mRNA,894692,896575,+,mRNA,cpbgf_2003960,V-ATPase subunit H,cgd2_3960,direct_name,
CP141119.1,mRNA,897239,898395,+,mRNA,cpbgf_2003970,RNA recognition motif domain containing protein,cgd2_3970,direct_name,
CP141119.1,mRNA,899990,901997,+,mRNA,cpbgf_2003980,Myb domain containing protein,cgd2_3980,direct_name,
CP141119.1,lnc_RNA,900997,902153,-,ncRNA,cpbgf_2003985,lncRNA,None,None,
CP141119.1,mRNA,902186,903899,+,mRNA,cpbgf_2003990,EF-hand domain containing protein,cgd2_3990,direct_name,
CP141119.1,mRNA,902430,904560,-,mRNA,cpbgf_2004000,Uncharacterized protein,cgd2_4000,direct_name,
CP141119.1,mRNA,904812,905956,-,mRNA,cpbgf_2004010,MAL7P1.13-like protein,cgd2_4010,direct_name,
CP141119.1,mRNA,906033,907143,+,mRNA,cpbgf_2004020,Uncharacterized protein,cgd2_4020,direct_name,
CP141119.1,mRNA,907474,910198,+,mRNA,cpbgf_2004030,Uncharacterized protein,cgd2_4030,direct_name,
CP141119.1,mRNA,910135,914825,-,mRNA,cpbgf_2004040,DEXDc/Helicase domain containing protein,cgd2_4040,direct_name,
CP141119.1,mRNA,915360,918342,-,mRNA,cpbgf_2004050,Triacylglycerol lipase with Patatin-like phospholipase domain,cgd2_4050,direct_name,
CP141119.1,mRNA,918964,921192,+,mRNA,cpbgf_2004060,Uncharacterized protein,cgd2_4060,direct_name,
CP141119.1,mRNA,921205,922372,-,mRNA,cpbgf_2004070,DNA recombination and repair protein RecA-like,cgd2_4070,direct_name,
CP141119.1,mRNA,921901,924836,-,mRNA,cpbgf_2004080,OB fold single strand binding protein,cgd2_4080,direct_name,
CP141119.1,mRNA,924895,927097,+,mRNA,cpbgf_2004090,50S ribosome-binding GTPase,cgd2_4090,direct_name,
CP141119.1,mRNA,927207,927816,-,mRNA,cpbgf_2004100,Uncharacterized protein,cgd2_4100,direct_name,
CP141119.1,mRNA,927965,929122,+,mRNA,cpbgf_2004103,Uncharacterized protein,cgd2_4103,direct_name,
CP141119.1,mRNA,929423,932210,+,mRNA,cpbgf_2004110,Ubiquitin-conjugating enzyme,cgd2_4110,direct_name,
CP141119.1,lnc_RNA,929865,931910,-,ncRNA,cpbgf_2004105,lncRNA,None,None,
CP141119.1,mRNA,932163,934260,-,mRNA,cpbgf_2004130,Rho termination factor,cgd2_4130,direct_name,
CP141119.1,mRNA,932173,933651,+,mRNA,cpbgf_2004120,Peptidyl-prolyl cis-trans isomerase,cgd2_4120,direct_name,
CP141119.1,mRNA,933847,935358,-,mRNA,cpbgf_2004140,Mitochondrial import inner membrane translocase subunit tim17,cgd2_4140,direct_name,
CP141119.1,lnc_RNA,934780,935315,+,ncRNA,cpbgf_2004135,lncRNA,None,None,
CP141119.1,tRNA,935713,935794,+,tRNA,cpbgf_2004145,tRNA-Cys,None,None,
CP141119.1,mRNA,936112,937667,+,mRNA,cpbgf_2004150,Articulin family protein,cgd2_4150,direct_name,
CP141119.1,lnc_RNA,937788,939062,-,ncRNA,cpbgf_2004155,lncRNA,None,None,
CP141119.1,mRNA,939146,940424,+,mRNA,cpbgf_2004160,Uncharacterized protein,cgd2_4160,direct_name,
CP141119.1,mRNA,940132,940802,-,mRNA,cpbgf_2004170,Uncharacterized protein,cgd2_4170,direct_name,
CP141119.1,tRNA,940830,940938,-,tRNA,cpbgf_2004175,tRNA-Phe,None,None,
CP141119.1,mRNA,941237,942431,+,mRNA,cpbgf_2004180,Uncharacterized protein,cgd2_4180,direct_name,
CP141119.1,mRNA,942138,945999,-,mRNA,cpbgf_2004190,DEXDc/HELICc domain containing protein,cgd2_4190,direct_name,
CP141119.1,mRNA,946471,948113,+,mRNA,cpbgf_2004200,Organic solute transporter subunit alpha/Transmembrane protein 184,cgd2_4200,direct_name,
CP141119.1,lnc_RNA,946498,948146,-,ncRNA,cpbgf_2004205,lncRNA,None,None,
CP141119.1,mRNA,948275,949899,+,mRNA,cpbgf_2004210,Uncharacterized protein,cgd2_4210,direct_name,
CP141119.1,mRNA,949888,952829,-,mRNA,cpbgf_2004220,Uncharacterized protein,cgd2_4220,direct_name,
CP141119.1,mRNA,952772,953333,-,mRNA,cpbgf_2004230,Uncharacterized protein,cgd2_4230,direct_name,
CP141119.1,mRNA,953473,958152,+,mRNA,cpbgf_2004240,hypothetical protein,cgd2_4240,direct_name,
CP141119.1,mRNA,958196,960539,-,mRNA,cpbgf_2004250,SPAC1486.03c-like tuftelin-interacting protein with G-patch domain,cgd2_4250,direct_name,
CP141119.1,lnc_RNA,961042,962231,-,ncRNA,cpbgf_2004265,lncRNA,None,None,
CP141119.1,mRNA,961046,962027,+,mRNA,cpbgf_2004260,40S ribosomal protein S6,cgd2_4260,direct_name,
CP141119.1,mRNA,962360,966203,+,mRNA,cpbgf_2004270,Secreted insulinase-like peptidase,cgd2_4270,direct_name,
CP141119.1,mRNA,966263,968952,+,mRNA,cpbgf_2004290,Structure-specific endonuclease subunit SLX1-like protein,cgd2_4290,direct_name,
CP141119.1,mRNA,967712,968840,-,mRNA,cpbgf_2004280,Uncharacterized protein,cgd2_4280,direct_name,
CP141119.1,mRNA,969428,970296,+,mRNA,cpbgf_2004300,Maf-like protein,cgd2_4300,direct_name,
CP141119.1,mRNA,969858,970794,-,mRNA,cpbgf_2004310,Uncharacterized protein,cgd2_4310,direct_name,
CP141119.1,lnc_RNA,970798,972051,+,ncRNA,cpbgf_2004315,lncRNA,None,None,
CP141119.1,mRNA,970824,972449,-,mRNA,cpbgf_2004320,Thioredoxin/glutathione reductase selenoprotein,cgd2_4320,direct_name,
CP141119.1,mRNA,972509,973575,+,mRNA,cpbgf_2004330,Trafficking protein particle complex subunit,cgd2_4330,direct_name,
CP141119.1,mRNA,973693,975544,+,mRNA,cpbgf_2004340,Mitogen-activated protein kinase,cgd2_4340,direct_name,
CP141119.1,mRNA,975792,979896,+,mRNA,cpbgf_2004350,Patched family protein,cgd2_4350,direct_name,
CP141119.1,lnc_RNA,976164,980551,-,ncRNA,cpbgf_2004353,lncRNA,None,None,
CP141119.1,mRNA,980447,982870,-,mRNA,cpbgf_2004360,Uncharacterized protein,cgd2_4360,direct_name,
CP141119.1,lnc_RNA,980731,982789,+,ncRNA,cpbgf_2004355,lncRNA,None,None,
CP141119.1,lnc_RNA,983026,984267,+,ncRNA,cpbgf_2004365,lncRNA,None,None,
CP141119.1,mRNA,984495,986673,+,mRNA,cpbgf_2004370,Signal peptide containing protein,cgd2_4370,direct_name,
CP141119.1,lnc_RNA,986956,989476,-,ncRNA,cpbgf_2004375,lncRNA,None,None,
CP141119.1,mRNA,989597,991278,+,mRNA,cpbgf_2004380,Signal peptide containing protein/gene anchored to telomere,cgd2_4380,direct_name,
CP141120.1,mRNA,169,4189,-,mRNA,cpbgf_30010,putative Secreted Protein(SKSR gene family),cgd3_10,direct_name,
CP141120.1,lnc_RNA,4439,5127,-,ncRNA,cpbgf_30015,lncRNA,None,None,
CP141120.1,mRNA,5955,7403,+,mRNA,cpbgf_30020,Uncharacterized protein,cgd3_20,direct_name,
CP141120.1,mRNA,6357,8824,-,mRNA,cpbgf_30030,Uncharacterized protein,cgd3_30,direct_name,
CP141120.1,mRNA,8985,11431,-,mRNA,cpbgf_30040,Casein kinase I,cgd3_40,direct_name,
CP141120.1,mRNA,12194,16635,+,mRNA,cpbgf_30050,Putative serine esterase,cgd3_50,direct_name,
CP141120.1,lnc_RNA,12528,14752,-,ncRNA,cpbgf_30055,lncRNA,None,None,
CP141120.1,mRNA,15215,16843,-,mRNA,cpbgf_30060,Uncharacterized protein,cgd3_60,direct_name,
CP141120.1,mRNA,16943,17731,+,mRNA,cpbgf_30070,Uncharacterized protein,cgd3_70,direct_name,
CP141120.1,mRNA,17750,19275,-,mRNA,cpbgf_30080,Adenosylhomocysteinase,cgd3_80,direct_name,
CP141120.1,mRNA,20106,22388,+,mRNA,cpbgf_30090,Uncharacterized protein,cgd3_90,direct_name,
CP141120.1,mRNA,22516,23861,+,mRNA,cpbgf_300100,Uncharacterized protein,cgd3_100,direct_name,
CP141120.1,mRNA,24066,26308,+,mRNA,cpbgf_300110,Asparagine synthetase B like protein,cgd3_110,direct_name,
CP141120.1,mRNA,26336,27172,+,mRNA,cpbgf_300120,Chromosome segregation protein Spc25,cgd3_120,direct_name,
CP141120.1,mRNA,26506,28456,-,mRNA,cpbgf_300130,DRG like OBG family Gtpase with TGS domain,cgd3_130,direct_name,
CP141120.1,mRNA,28699,33111,+,mRNA,cpbgf_300140,B-tubulin specific chaparone,cgd3_140,direct_name,
CP141120.1,lnc_RNA,33052,34926,-,ncRNA,cpbgf_300145,lncRNA,None,None,
CP141120.1,mRNA,33302,34780,+,mRNA,cpbgf_300150,Uncharacterized protein,cgd3_150,direct_name,
CP141120.1,mRNA,35022,37328,+,mRNA,cpbgf_300160,Uncharacterized protein,cgd3_160,direct_name,
CP141120.1,lnc_RNA,35930,37280,-,ncRNA,cpbgf_300165,lncRNA,None,None,
CP141120.1,mRNA,37417,38333,+,mRNA,cpbgf_300170,rRNA biogenesis protein RRP36,cgd3_170,direct_name,
CP141120.1,mRNA,38248,39223,-,mRNA,cpbgf_300180,KOG1666/V-SNARE domain containing protein,cgd3_180,direct_name,
CP141120.1,mRNA,39972,42317,-,mRNA,cpbgf_300190,Fibrillin/EGF-like calcium-binding conserved site-containing protein,cgd3_190,direct_name,
CP141120.1,mRNA,42769,44366,-,mRNA,cpbgf_300200,CCCH-type Zinc finger/WD40 domain containing protein,cgd3_200,direct_name,
CP141120.1,mRNA,44449,50262,-,mRNA,cpbgf_300210,Tetratricopeptide-like helical domain protein,cgd3_210,direct_name,
CP141120.1,lnc_RNA,44505,47307,+,ncRNA,cpbgf_300215,lncRNA,None,None,
CP141120.1,mRNA,50705,51467,-,mRNA,cpbgf_300220,Uncharacterized protein,cgd3_220,direct_name,
CP141120.1,mRNA,52135,60408,+,mRNA,cpbgf_300230,CLU central domain containing protein,cgd3_230,direct_name,
